ref;traduction;code;paragraphe;statut;raison
Hebreux 1:0;VGR;63-1103;234;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 3:0;VGR;63-1103;234;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;62-0218;167;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;62-0218;164;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 3:0;SKN;64-0305;212;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 20:0;SKN;54-0228E;29;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 3:0;SKN;58-0515;45;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 3:0;SKN;61-0412;76;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;62-0608;107;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;62-0727;92;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;62-0727;93;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0619;197;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 12:0;SKN;65-0426;125;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;65-0426;109;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0426;107;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0426;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0426;109;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0426;145;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0619;208;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;65-0426;142;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0426;140;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0426;141;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0426;142;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0426;183;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 28:0;VGR;65-0426;173;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;60-0609;65;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;60-0609;66;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 6:0;SKN;51-0501;14;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 27:0;SKN;53-0609A;209;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 6:0;SKN;54-0620E;51;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 6:0;SKN;62-0623;32;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 6:0;SKN;64-0417;101;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;64-0417;227;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 11:0;SKN;64-0417;227;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 27:0;VGR;53-0609A;209;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 6:0;VGR;64-0417;101;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;64-0417;227;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 11:0;VGR;64-0417;227;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 15:0;SKN;64-0402;129;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0402;156;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0402;156;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 23:0;SKN;55-0223;20;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 23:0;VGR;56-0610;64;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 11:0;SKN;58-1004;64;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 5:0;SKN;58-1004;71;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 13:0;SKN;62-1125E;49;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 12:0;VGR;56-1002E;23;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 13:0;SKN;56-0200;12;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;SKN;61-0124;77;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 16:0;SKN;52-0810E;15;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;57-0105;37;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;57-0421E;103;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;57-1213;71;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;57-1213;72;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 17:0;SKN;57-1213;5;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;58-0225;3;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 32:0;SKN;58-0225;1;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;58-0619E;59;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;60-0313;24;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;60-0401E;54;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;61-0119E;67;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;61-0119E;35;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;61-0219;85;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 6:0;SKN;62-0611;70;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;62-0701;81;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 28:0;SKN;62-0701;116;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 28:0;SKN;62-0701;121;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 16:0;SKN;63-0428;244;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;64-0212;149;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;SKN;64-0212;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;SKN;64-0212;137;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;64-0212;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;64-0212;138;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0212;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0212;126;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0212;138;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;64-0318;208;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 6:0;SKN;64-0318;127;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;64-0318;34;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0405;36;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0412;59;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0412;60;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0412;246;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 12:0;SKN;64-0412;48;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0416;190;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;54-1219M;46;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;54-1219M;50;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;57-0421E;103;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;58-0225;9;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 5:0;VGR;58-0225;49;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;VGR;63-1110E;190;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;64-0212;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;64-0212;138;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0212;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0212;126;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0212;138;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;64-0318;208;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 6:0;VGR;64-0318;127;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;64-0318;34;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0416;190;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 2:0;SKN;60-1211E;69;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 2:0;SKN;60-1211E;69;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;57-0825M;71;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;63-0714E;31;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;63-0714E;52;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;57-0825M;71;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;63-0714E;72;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;63-0714E;102;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;58-0309E;132;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 12:0;SKN;58-0528;86;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;63-0223;178;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;65-0718E;68;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0718E;126;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;63-0223;178;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;VGR;63-0223;235;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;53-1115M;85;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;62-1231;11;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;64-0726E;68;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;62-1231;11;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;VGR;64-0726E;68;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;55-0400;105;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;56-0814;71;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;57-0127E;80;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 16:0;SKN;57-0127E;53;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;57-0808;75;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;58-0613;70;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;58-1005E;229;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;59-0405E;50;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;59-0405E;59;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;59-0407;59;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;59-0408;42;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 133:0;SKN;59-0408;38;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;59-1129;203;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;60-0329;48;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;60-0606;62;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 10:0;SKN;60-0606;20;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 63:0;SKN;60-1127E;53;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;58-1005E;229;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;59-0525;120;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 10:0;VGR;60-0604;49;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 5:0;SKN;63-0126;300;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;53-0512;28;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 5:0;SKN;53-1213E;65;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 8:0;SKN;56-0722;6;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;56-0930E;17;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 11:0;SKN;56-1206;72;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;57-0310E;22;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 6:0;SKN;61-0411;18;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Josue 1:0;SKN;62-0713;54;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;55-0611;44;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;55-0611;178;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 11:0;VGR;64-0213;81;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;SKN;57-0420;58;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;SKN;64-0410;63;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;SKN;64-0410;4;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0410;4;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0410;63;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 27:0;VGR;57-0420;99;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;VGR;57-0420;58;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 6:0;SKN;63-0605;280;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 12:0;SKN;63-0118;92;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;SKN;60-0308;72;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 23:0;SKN;60-0308;37;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;VGR;60-0308;72;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 23:0;VGR;60-0308;37;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;50-0115;13;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;53-0907A;76;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;53-0907A;79;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;55-0501A;23;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;57-0809;13;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;58-0209A;22;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;58-1003;22;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;61-1231E;135;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;VGR;55-0501A;41;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;VGR;58-1003;41;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0209;59;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0209;63;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0209;172;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 15:0;SKN;58-0228;63;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Josue 1:0;SKN;60-0911M;7;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Josue 1:0;VGR;60-0911M;8;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 16:0;SKN;59-0419A;174;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;54-1219M;45;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;54-1219M;50;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 27:0;SKN;55-1005;26;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;SKN;57-0804A;49;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 2:0;SKN;55-0807A;41;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;SKN;55-0123A;5;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 47:0;SKN;55-0118;27;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 100:0;SKN;57-0811A;20;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 100:0;VGR;62-1104E;100;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
1 Chroniques 2:15;SKN;60-1225;17;REJETE;passage absent, idée absente
Esaie 35:0;SKN;63-0317M;122;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 6:0;SKN;63-0324M;274;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-0324M;330;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esther 21:0;SKN;59-0422;50;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esther 9:0;SKN;60-0911E;161;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 10:26;SKN;63-1128E;99;REJETE;passage absent, idée absente
Malachie 4:0;SKN;64-0614M;321;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0614M;335;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Amos 3:7;SKN;65-1127B;251;REJETE;passage absent, idée absente
Luc 30:0;SKN;65-1127B;322;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-1127B;220;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esther 22:0;SKN;54-0515;347;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Daniel 5:12;SKN;65-1125;138;REJETE;passage absent, idée absente
Esther 21:0;SKN;65-1125;146;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esther 23:0;SKN;65-1125;235;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-1125;154;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 5:28;SKN;57-0908E;247;REJETE;passage absent, idée absente
1 Jean 4:5;SKN;65-0801M;58;REJETE;passage absent, idée absente
Malachie 4:0;SKN;63-0116;249;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
1 Jean 12:0;SKN;64-0705;114;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;64-0705;130;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;64-0705;132;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0705;170;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
2 Pierre 4:0;SKN;57-1006;619;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esther 21:19;SKN;57-1006;669;VERSET-ABSENT-BIBLE;référence inexistante, hypothèse faible
Romains 26:0;SKN;64-0823M;188;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0401;195;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 1:4;SKN;63-0321;151;REJETE;passage absent, idée absente
Malachie 4:0;SKN;63-0321;275;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-0321;351;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 2:6;SKN;63-0319;263;REJETE;passage absent, idée absente
Daniel 8:23;SKN;63-0318;354;REJETE;passage absent, idée absente
Malachie 4:0;SKN;63-0318;210;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
2 Timothee 2:0;SKN;60-1218;213;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-0707M;274;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0726M;78;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0830E;153;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esther 60:0;SKN;56-1125M;24;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 4:0;SKN;54-0103M;1;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 4:24;SKN;54-0103M;1;VERSET-ABSENT-BIBLE;référence inexistante, hypothèse faible
Esaie 5:24;SKN;54-0103M;1;REJETE;passage absent, idée absente
Esther 11:0;SKN;55-0806;68;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esther 16:0;SKN;59-1115;46;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esther 21:0;SKN;61-0808;5;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esther 22:0;SKN;61-0808;78;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 32:0;SKN;65-0123;184;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 4:0;VGR;54-0103M;1;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 4:24;VGR;54-0103M;1;VERSET-ABSENT-BIBLE;référence inexistante, hypothèse faible
Malachie 4:0;VGR;63-0320;177;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0324M;330;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 32:0;VGR;65-0123;186;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 1:17;SKN;61-0112;455;REJETE;passage absent, idée absente
Luc 1:17;SKN;61-0112;456;REJETE;passage absent, idée absente
Actes 2:4;SKN;61-0424;82;REJETE;passage absent, idée absente
Actes 2:4;SKN;61-0424;84;REJETE;passage absent, idée absente
Malachie 4:0;SKN;65-0124;112;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esther 16:0;SKN;57-0127A;72;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 4:0;SKN;61-0108;50;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
