ref;occurrences;fichier
Marc 14:35;1;41-marc.md
Marc 14:62;2;41-marc.md
Marc 16:1;74;41-marc.md
Marc 16:12;8;41-marc.md
Marc 16:13;4;41-marc.md
Marc 16:14;23;41-marc.md
Marc 16:15;42;41-marc.md
Marc 16:16;77;41-marc.md
Marc 16:17;200;41-marc.md
Marc 16:18;55;41-marc.md
Marc 16:19;11;41-marc.md
Marc 16:2;10;41-marc.md
Marc 16:20;7;41-marc.md
Marc 16:3;2;41-marc.md
Marc 16:4;2;41-marc.md
Marc 16:5;6;41-marc.md
Marc 16:6;9;41-marc.md
Marc 16:7;6;41-marc.md
Marc 16:8;3;41-marc.md
Marc 16:9;34;41-marc.md
Marc 1:22;2;41-marc.md
Marc 3:6;1;41-marc.md
Marc 4:32;1;41-marc.md
Marc 4:35;2;41-marc.md
Marc 5:1;1;41-marc.md
Marc 5:13;2;41-marc.md
Marc 5:19;2;41-marc.md
Marc 5:20;2;41-marc.md
Marc 5:21;2;41-marc.md
Marc 5:22;2;41-marc.md
Marc 5:23;2;41-marc.md
Marc 5:24;2;41-marc.md
Marc 5:26;2;41-marc.md
Marc 5:27;2;41-marc.md
Marc 5:28;2;41-marc.md
Marc 5:29;2;41-marc.md
Marc 5:30;2;41-marc.md
Marc 5:31;2;41-marc.md
Marc 5:33;2;41-marc.md
Marc 5:34;2;41-marc.md
Marc 5:35;2;41-marc.md
Marc 5:36;2;41-marc.md
Marc 5:38;2;41-marc.md
Marc 5:39;2;41-marc.md
Marc 5:40;1;41-marc.md
Marc 5:41;2;41-marc.md
Marc 5:42;2;41-marc.md
Marc 6:16;1;41-marc.md
Marc 6:21;1;41-marc.md
Marc 6:22;1;41-marc.md
Marc 6:27;1;41-marc.md
Marc 6:31;1;41-marc.md
Marc 6:32;1;41-marc.md
Marc 6:33;1;41-marc.md
Marc 6:34;1;41-marc.md
Marc 6:36;1;41-marc.md
Marc 6:41;1;41-marc.md
Marc 6:45;1;41-marc.md
Marc 6:46;1;41-marc.md
Marc 6:47;1;41-marc.md
Marc 6:48;1;41-marc.md
Marc 6:49;1;41-marc.md
Marc 6:50;1;41-marc.md
Marc 6:51;1;41-marc.md
Marc 6:52;1;41-marc.md
Marc 6:53;1;41-marc.md
Marc 6:54;1;41-marc.md
Marc 6:55;1;41-marc.md
Marc 6:56;1;41-marc.md
Marc 7:24;1;41-marc.md
Marc 7:7;85;41-marc.md
Marc 8:1;2;41-marc.md
Marc 8:16;2;41-marc.md
Marc 8:18;1;41-marc.md
Marc 8:2;1;41-marc.md
Marc 8:27;1;41-marc.md
Marc 8:3;1;41-marc.md
Marc 8:31;1;41-marc.md
Marc 8:33;1;41-marc.md
Marc 8:34;2;41-marc.md
Marc 8:35;2;41-marc.md
Marc 8:37;1;41-marc.md
Marc 8:38;1;41-marc.md
Marc 8:4;1;41-marc.md
Marc 8:6;2;41-marc.md
Marc 8:7;1;41-marc.md
Marc 9:7;64;41-marc.md
Matthieu 10:1;136;40-matthieu.md
Matthieu 10:10;1;40-matthieu.md
Matthieu 10:13;1;40-matthieu.md
Matthieu 10:16;1;40-matthieu.md
Matthieu 10:18;1;40-matthieu.md
Matthieu 10:2;6;40-matthieu.md
Matthieu 10:21;1;40-matthieu.md
Matthieu 10:25;3;40-matthieu.md
Matthieu 10:26;1;40-matthieu.md
Matthieu 10:28;1;40-matthieu.md
Matthieu 10:29;1;40-matthieu.md
Matthieu 10:34;1;40-matthieu.md
Matthieu 10:35;1;40-matthieu.md
Matthieu 10:39;1;40-matthieu.md
Matthieu 10:41;2;40-matthieu.md
Matthieu 10:42;1;40-matthieu.md
Matthieu 10:5;5;40-matthieu.md
Matthieu 10:6;2;40-matthieu.md
Matthieu 10:7;1;40-matthieu.md
Matthieu 10:8;12;40-matthieu.md
Matthieu 11:1;4;40-matthieu.md
Matthieu 11:10;117;40-matthieu.md
Matthieu 11:11;2;40-matthieu.md
Matthieu 11:13;3;40-matthieu.md
Matthieu 11:18;2;40-matthieu.md
Matthieu 11:19;2;40-matthieu.md
Matthieu 11:2;4;40-matthieu.md
Matthieu 11:21;3;40-matthieu.md
Matthieu 11:22;1;40-matthieu.md
Matthieu 11:23;3;40-matthieu.md
Matthieu 11:25;99;40-matthieu.md
Matthieu 11:26;2;40-matthieu.md
Matthieu 11:27;1;40-matthieu.md
Matthieu 11:28;2;40-matthieu.md
Matthieu 11:29;3;40-matthieu.md
Matthieu 11:5;6;40-matthieu.md
Matthieu 11:6;17;40-matthieu.md
Matthieu 11:7;8;40-matthieu.md
Matthieu 11:8;9;40-matthieu.md
Matthieu 11:9;1;40-matthieu.md
Matthieu 12:15;1;40-matthieu.md
Matthieu 12:2;1;40-matthieu.md
Matthieu 12:24;2;40-matthieu.md
Matthieu 12:27;1;40-matthieu.md
Matthieu 12:32;2;40-matthieu.md
Matthieu 12:38;4;40-matthieu.md
Matthieu 12:39;5;40-matthieu.md
Matthieu 12:40;6;40-matthieu.md
Matthieu 12:41;5;40-matthieu.md
Matthieu 12:42;113;40-matthieu.md
Matthieu 12:45;2;40-matthieu.md
Matthieu 13:10;2;40-matthieu.md
Matthieu 13:11;4;40-matthieu.md
Matthieu 13:12;2;40-matthieu.md
Matthieu 13:13;2;40-matthieu.md
Matthieu 13:14;2;40-matthieu.md
Matthieu 13:15;2;40-matthieu.md
Matthieu 13:16;1;40-matthieu.md
Matthieu 13:17;1;40-matthieu.md
Matthieu 13:18;1;40-matthieu.md
Matthieu 13:19;1;40-matthieu.md
Matthieu 13:20;1;40-matthieu.md
Matthieu 13:21;1;40-matthieu.md
Matthieu 13:22;1;40-matthieu.md
Matthieu 13:23;1;40-matthieu.md
Matthieu 13:24;4;40-matthieu.md
Matthieu 13:25;3;40-matthieu.md
Matthieu 13:26;2;40-matthieu.md
Matthieu 13:27;3;40-matthieu.md
Matthieu 13:28;3;40-matthieu.md
Matthieu 13:29;2;40-matthieu.md
Matthieu 13:3;2;40-matthieu.md
Matthieu 13:30;3;40-matthieu.md
Matthieu 13:31;3;40-matthieu.md
Matthieu 13:32;1;40-matthieu.md
Matthieu 13:33;3;40-matthieu.md
Matthieu 13:36;2;40-matthieu.md
Matthieu 13:38;2;40-matthieu.md
Matthieu 13:4;2;40-matthieu.md
Matthieu 13:44;2;40-matthieu.md
Matthieu 13:45;2;40-matthieu.md
Matthieu 13:47;2;40-matthieu.md
Matthieu 13:5;2;40-matthieu.md
Matthieu 13:52;2;40-matthieu.md
Matthieu 13:6;2;40-matthieu.md
Matthieu 13:7;2;40-matthieu.md
Matthieu 13:8;2;40-matthieu.md
Matthieu 13:9;2;40-matthieu.md
Matthieu 14:19;1;40-matthieu.md
Matthieu 14:22;2;40-matthieu.md
Matthieu 14:23;2;40-matthieu.md
Matthieu 14:24;2;40-matthieu.md
Matthieu 14:25;3;40-matthieu.md
Matthieu 14:26;2;40-matthieu.md
Matthieu 14:27;4;40-matthieu.md
Matthieu 14:28;1;40-matthieu.md
Matthieu 14:30;1;40-matthieu.md
Matthieu 14:32;1;40-matthieu.md
Matthieu 15:21;1;40-matthieu.md
Matthieu 15:26;1;40-matthieu.md
Matthieu 16:1;2;40-matthieu.md
Matthieu 16:10;2;40-matthieu.md
Matthieu 16:11;1;40-matthieu.md
Matthieu 16:12;2;40-matthieu.md
Matthieu 16:13;4;40-matthieu.md
Matthieu 16:14;3;40-matthieu.md
Matthieu 16:15;2;40-matthieu.md
Matthieu 16:16;2;40-matthieu.md
Matthieu 16:17;8;40-matthieu.md
Matthieu 16:18;115;40-matthieu.md
Matthieu 16:19;4;40-matthieu.md
Matthieu 16:21;2;40-matthieu.md
Matthieu 16:23;3;40-matthieu.md
Matthieu 16:25;4;40-matthieu.md
Matthieu 16:26;2;40-matthieu.md
Matthieu 16:27;2;40-matthieu.md
Matthieu 16:28;3;40-matthieu.md
Matthieu 16:3;2;40-matthieu.md
Matthieu 16:4;2;40-matthieu.md
Matthieu 16:5;2;40-matthieu.md
Matthieu 16:7;2;40-matthieu.md
Matthieu 16:8;2;40-matthieu.md
Matthieu 16:9;25;40-matthieu.md
Matthieu 17:1;5;40-matthieu.md
Matthieu 17:10;4;40-matthieu.md
Matthieu 17:14;1;40-matthieu.md
Matthieu 17:2;4;40-matthieu.md
Matthieu 17:23;1;40-matthieu.md
Matthieu 17:24;1;40-matthieu.md
Matthieu 17:27;1;40-matthieu.md
Matthieu 17:4;3;40-matthieu.md
Matthieu 17:6;1;40-matthieu.md
Matthieu 17:9;4;40-matthieu.md
Matthieu 18:10;104;40-matthieu.md
Matthieu 18:16;2;40-matthieu.md
Matthieu 19:18;1;40-matthieu.md
Matthieu 19:28;87;40-matthieu.md
Matthieu 19:9;78;40-matthieu.md
Matthieu 1:16;1;40-matthieu.md
Matthieu 1:18;122;40-matthieu.md
Matthieu 1:19;2;40-matthieu.md
Matthieu 1:20;4;40-matthieu.md
Matthieu 1:21;1;40-matthieu.md
Matthieu 1:23;79;40-matthieu.md
Matthieu 1:24;1;40-matthieu.md
Matthieu 1:5;14;40-matthieu.md
Matthieu 20:8;1;40-matthieu.md
Matthieu 21:1;2;40-matthieu.md
Matthieu 21:10;2;40-matthieu.md
Matthieu 21:11;1;40-matthieu.md
Matthieu 21:19;2;40-matthieu.md
Matthieu 21:2;1;40-matthieu.md
Matthieu 21:21;2;40-matthieu.md
Matthieu 21:3;1;40-matthieu.md
Matthieu 21:4;1;40-matthieu.md
Matthieu 21:43;1;40-matthieu.md
Matthieu 21:5;1;40-matthieu.md
Matthieu 21:6;1;40-matthieu.md
Matthieu 21:7;1;40-matthieu.md
Matthieu 21:8;1;40-matthieu.md
Matthieu 21:9;3;40-matthieu.md
Matthieu 22:1;1;40-matthieu.md
Matthieu 22:10;3;40-matthieu.md
Matthieu 22:11;3;40-matthieu.md
Matthieu 22:12;1;40-matthieu.md
Matthieu 22:13;1;40-matthieu.md
Matthieu 22:20;1;40-matthieu.md
Matthieu 22:7;4;40-matthieu.md
Matthieu 23:13;4;40-matthieu.md
Matthieu 23:15;4;40-matthieu.md
Matthieu 23:23;4;40-matthieu.md
Matthieu 23:25;4;40-matthieu.md
Matthieu 23:27;4;40-matthieu.md
Matthieu 23:28;4;40-matthieu.md
Matthieu 23:29;4;40-matthieu.md
Matthieu 23:30;2;40-matthieu.md
Matthieu 23:7;2;40-matthieu.md
Matthieu 24:1;8;40-matthieu.md
Matthieu 24:10;4;40-matthieu.md
Matthieu 24:11;8;40-matthieu.md
Matthieu 24:12;3;40-matthieu.md
Matthieu 24:13;2;40-matthieu.md
Matthieu 24:14;10;40-matthieu.md
Matthieu 24:15;15;40-matthieu.md
Matthieu 24:18;5;40-matthieu.md
Matthieu 24:19;17;40-matthieu.md
Matthieu 24:20;1;40-matthieu.md
Matthieu 24:21;6;40-matthieu.md
Matthieu 24:22;9;40-matthieu.md
Matthieu 24:23;1;40-matthieu.md
Matthieu 24:24;232;40-matthieu.md
Matthieu 24:26;2;40-matthieu.md
Matthieu 24:28;6;40-matthieu.md
Matthieu 24:29;121;40-matthieu.md
Matthieu 24:3;3;40-matthieu.md
Matthieu 24:30;3;40-matthieu.md
Matthieu 24:31;11;40-matthieu.md
Matthieu 24:32;13;40-matthieu.md
Matthieu 24:33;8;40-matthieu.md
Matthieu 24:34;5;40-matthieu.md
Matthieu 24:35;11;40-matthieu.md
Matthieu 24:36;5;40-matthieu.md
Matthieu 24:38;4;40-matthieu.md
Matthieu 24:4;2;40-matthieu.md
Matthieu 24:40;4;40-matthieu.md
Matthieu 24:43;6;40-matthieu.md
Matthieu 24:44;2;40-matthieu.md
Matthieu 24:45;5;40-matthieu.md
Matthieu 24:46;3;40-matthieu.md
Matthieu 24:49;1;40-matthieu.md
Matthieu 24:5;2;40-matthieu.md
Matthieu 24:50;3;40-matthieu.md
Matthieu 24:51;3;40-matthieu.md
Matthieu 24:6;10;40-matthieu.md
Matthieu 24:7;108;40-matthieu.md
Matthieu 24:9;7;40-matthieu.md
Matthieu 25:1;4;40-matthieu.md
Matthieu 25:3;4;40-matthieu.md
Matthieu 25:30;2;40-matthieu.md
Matthieu 25:33;3;40-matthieu.md
Matthieu 25:4;2;40-matthieu.md
Matthieu 25:46;67;40-matthieu.md
Matthieu 25:8;1;40-matthieu.md
Matthieu 26:26;2;40-matthieu.md
Matthieu 27:1;4;40-matthieu.md
Matthieu 27:11;4;40-matthieu.md
Matthieu 27:12;4;40-matthieu.md
Matthieu 27:14;3;40-matthieu.md
Matthieu 27:15;4;40-matthieu.md
Matthieu 27:16;3;40-matthieu.md
Matthieu 27:17;3;40-matthieu.md
Matthieu 27:18;1;40-matthieu.md
Matthieu 27:19;3;40-matthieu.md
Matthieu 27:2;1;40-matthieu.md
Matthieu 27:20;5;40-matthieu.md
Matthieu 27:21;3;40-matthieu.md
Matthieu 27:22;4;40-matthieu.md
Matthieu 27:23;3;40-matthieu.md
Matthieu 27:24;2;40-matthieu.md
Matthieu 27:26;2;40-matthieu.md
Matthieu 27:27;2;40-matthieu.md
Matthieu 27:28;2;40-matthieu.md
Matthieu 27:29;2;40-matthieu.md
Matthieu 27:3;4;40-matthieu.md
Matthieu 27:30;2;40-matthieu.md
Matthieu 27:31;2;40-matthieu.md
Matthieu 27:32;2;40-matthieu.md
Matthieu 27:33;2;40-matthieu.md
Matthieu 27:34;2;40-matthieu.md
Matthieu 27:35;2;40-matthieu.md
Matthieu 27:38;2;40-matthieu.md
Matthieu 27:40;2;40-matthieu.md
Matthieu 27:41;4;40-matthieu.md
Matthieu 27:42;2;40-matthieu.md
Matthieu 27:44;2;40-matthieu.md
Matthieu 27:45;4;40-matthieu.md
Matthieu 27:46;2;40-matthieu.md
Matthieu 27:47;2;40-matthieu.md
Matthieu 27:48;2;40-matthieu.md
Matthieu 27:49;2;40-matthieu.md
Matthieu 27:5;2;40-matthieu.md
Matthieu 27:50;2;40-matthieu.md
Matthieu 27:51;81;40-matthieu.md
Matthieu 27:52;5;40-matthieu.md
Matthieu 27:53;14;40-matthieu.md
Matthieu 27:54;2;40-matthieu.md
Matthieu 27:58;1;40-matthieu.md
Matthieu 27:6;3;40-matthieu.md
Matthieu 27:60;1;40-matthieu.md
Matthieu 27:62;2;40-matthieu.md
Matthieu 27:64;6;40-matthieu.md
Matthieu 28:1;5;40-matthieu.md
Matthieu 28:10;4;40-matthieu.md
Matthieu 28:11;2;40-matthieu.md
Matthieu 28:12;2;40-matthieu.md
Matthieu 28:13;2;40-matthieu.md
Matthieu 28:16;4;40-matthieu.md
Matthieu 28:18;36;40-matthieu.md
Matthieu 28:19;93;40-matthieu.md
Matthieu 28:2;4;40-matthieu.md
Matthieu 28:20;21;40-matthieu.md
Matthieu 28:28;2;40-matthieu.md
Matthieu 28:3;4;40-matthieu.md
Matthieu 28:4;4;40-matthieu.md
Matthieu 28:5;4;40-matthieu.md
Matthieu 28:6;2;40-matthieu.md
Matthieu 28:7;5;40-matthieu.md
Matthieu 28:8;4;40-matthieu.md
Matthieu 28:9;4;40-matthieu.md
Matthieu 2:13;1;40-matthieu.md
Matthieu 2:14;1;40-matthieu.md
Matthieu 2:15;5;40-matthieu.md
Matthieu 2:16;1;40-matthieu.md
Matthieu 2:19;2;40-matthieu.md
Matthieu 2:23;3;40-matthieu.md
Matthieu 2:9;2;40-matthieu.md
Matthieu 3:10;1;40-matthieu.md
Matthieu 3:11;1;40-matthieu.md
Matthieu 3:14;1;40-matthieu.md
Matthieu 3:16;114;40-matthieu.md
Matthieu 3:17;8;40-matthieu.md
Matthieu 3:3;3;40-matthieu.md
Matthieu 3:4;1;40-matthieu.md
Matthieu 3:7;2;40-matthieu.md
Matthieu 3:9;2;40-matthieu.md
Matthieu 4:11;2;40-matthieu.md
Matthieu 4:12;1;40-matthieu.md
Matthieu 4:13;2;40-matthieu.md
Matthieu 4:15;4;40-matthieu.md
Matthieu 4:16;3;40-matthieu.md
Matthieu 4:17;2;40-matthieu.md
Matthieu 4:18;2;40-matthieu.md
Matthieu 4:25;2;40-matthieu.md
Matthieu 4:4;2;40-matthieu.md
Matthieu 4:8;3;40-matthieu.md
Matthieu 5:12;2;40-matthieu.md
Matthieu 5:19;1;40-matthieu.md
Matthieu 5:20;1;40-matthieu.md
Matthieu 5:24;3;40-matthieu.md
Matthieu 5:28;106;40-matthieu.md
Matthieu 5:29;1;40-matthieu.md
Matthieu 5:3;5;40-matthieu.md
Matthieu 5:30;1;40-matthieu.md
Matthieu 5:31;2;40-matthieu.md
Matthieu 5:32;6;40-matthieu.md
Matthieu 5:44;1;40-matthieu.md
Matthieu 5:45;4;40-matthieu.md
Matthieu 5:46;1;40-matthieu.md
Matthieu 5:48;4;40-matthieu.md
Matthieu 5:5;2;40-matthieu.md
Matthieu 5:6;1;40-matthieu.md
Matthieu 5:8;1;40-matthieu.md
Matthieu 6:10;4;40-matthieu.md
Matthieu 6:11;5;40-matthieu.md
Matthieu 6:12;4;40-matthieu.md
Matthieu 6:13;4;40-matthieu.md
Matthieu 6:9;4;40-matthieu.md
Matthieu 7:21;4;40-matthieu.md
Matthieu 7:22;2;40-matthieu.md
Matthieu 7:23;2;40-matthieu.md
Matthieu 7:6;2;40-matthieu.md
Matthieu 8:10;1;40-matthieu.md
Matthieu 8:12;2;40-matthieu.md
Matthieu 8:13;2;40-matthieu.md
Matthieu 8:17;4;40-matthieu.md
Matthieu 8:23;2;40-matthieu.md
Matthieu 8:28;2;40-matthieu.md
Matthieu 8:4;3;40-matthieu.md
Matthieu 8:5;1;40-matthieu.md
Matthieu 8:6;1;40-matthieu.md
Matthieu 8:7;1;40-matthieu.md
Matthieu 8:8;1;40-matthieu.md
Matthieu 8:9;1;40-matthieu.md
Michee 1:2;1;33-michee.md
Michee 1:4;1;33-michee.md
Michee 5:1;2;33-michee.md
Nombres 12:6;111;04-nombres.md
Nombres 14:13;1;04-nombres.md
Nombres 14:40;1;04-nombres.md
Nombres 14:41;3;04-nombres.md
Nombres 14:42;2;04-nombres.md
Nombres 14:43;2;04-nombres.md
Nombres 14:44;2;04-nombres.md
Nombres 14:45;2;04-nombres.md
Nombres 16:1;2;04-nombres.md
Nombres 16:3;4;04-nombres.md
Nombres 16:41;2;04-nombres.md
Nombres 16:42;2;04-nombres.md
Nombres 16:46;2;04-nombres.md
Nombres 16:7;2;04-nombres.md
Nombres 16:9;2;04-nombres.md
Nombres 19:1;1;04-nombres.md
Nombres 19:10;1;04-nombres.md
Nombres 19:13;4;04-nombres.md
Nombres 19:14;1;04-nombres.md
Nombres 19:17;1;04-nombres.md
Nombres 19:18;2;04-nombres.md
Nombres 19:2;3;04-nombres.md
Nombres 19:20;2;04-nombres.md
Nombres 19:21;1;04-nombres.md
Nombres 19:3;1;04-nombres.md
Nombres 19:4;3;04-nombres.md
Nombres 19:6;1;04-nombres.md
Nombres 19:7;1;04-nombres.md
Nombres 19:8;1;04-nombres.md
Nombres 19:9;79;04-nombres.md
Nombres 21:2;1;04-nombres.md
Nombres 21:23;2;04-nombres.md
Nombres 21:25;1;04-nombres.md
Nombres 21:3;1;04-nombres.md
Nombres 21:9;1;04-nombres.md
Nombres 22:10;1;04-nombres.md
Nombres 22:18;1;04-nombres.md
Nombres 22:22;1;04-nombres.md
Nombres 22:23;2;04-nombres.md
Nombres 22:24;1;04-nombres.md
Nombres 22:25;1;04-nombres.md
Nombres 22:26;2;04-nombres.md
Nombres 22:27;1;04-nombres.md
Nombres 22:28;1;04-nombres.md
Nombres 22:29;1;04-nombres.md
Nombres 22:3;1;04-nombres.md
Nombres 22:31;3;04-nombres.md
Nombres 22:32;1;04-nombres.md
Nombres 22:34;2;04-nombres.md
Nombres 22:35;1;04-nombres.md
Nombres 22:41;1;04-nombres.md
Nombres 22:6;1;04-nombres.md
Nombres 22:7;1;04-nombres.md
Nombres 22:8;1;04-nombres.md
Nombres 23:9;2;04-nombres.md
Nombres 24:17;2;04-nombres.md
Nombres 25:1;2;04-nombres.md
Nombres 25:2;2;04-nombres.md
Nombres 25:3;2;04-nombres.md
Nombres 25:4;2;04-nombres.md
Nombres 25:5;2;04-nombres.md
Philippiens 1:20;4;50-philippiens.md
Philippiens 2:2;4;50-philippiens.md
Philippiens 2:28;2;50-philippiens.md
Philippiens 2:3;4;50-philippiens.md
Philippiens 2:5;2;50-philippiens.md
Philippiens 2:6;4;50-philippiens.md
Philippiens 2:7;4;50-philippiens.md
Philippiens 2:8;4;50-philippiens.md
Proverbes 18:10;2;20-proverbes.md
Proverbes 2:5;1;20-proverbes.md
Proverbes 2:6;2;20-proverbes.md
Proverbes 3:1;4;20-proverbes.md
Proverbes 3:17;1;20-proverbes.md
Proverbes 3:19;2;20-proverbes.md
Proverbes 3:2;1;20-proverbes.md
Proverbes 3:26;1;20-proverbes.md
Proverbes 3:3;2;20-proverbes.md
Proverbes 3:4;1;20-proverbes.md
Proverbes 3:5;4;20-proverbes.md
Proverbes 3:6;1;20-proverbes.md
Psaumes 103:1;10;19-psaumes.md
Psaumes 103:2;8;19-psaumes.md
Psaumes 103:22;3;19-psaumes.md
Psaumes 103:23;1;19-psaumes.md
Psaumes 103:3;122;19-psaumes.md
Psaumes 103:4;2;19-psaumes.md
Psaumes 103:5;2;19-psaumes.md
Psaumes 103:6;2;19-psaumes.md
Psaumes 103:7;2;19-psaumes.md
Psaumes 103:8;2;19-psaumes.md
Psaumes 103:9;2;19-psaumes.md
Psaumes 105:1;4;19-psaumes.md
Psaumes 105:10;4;19-psaumes.md
Psaumes 105:11;4;19-psaumes.md
Psaumes 105:14;4;19-psaumes.md
Psaumes 105:15;4;19-psaumes.md
Psaumes 105:3;4;19-psaumes.md
Psaumes 105:4;4;19-psaumes.md
Psaumes 105:5;4;19-psaumes.md
Psaumes 105:6;3;19-psaumes.md
Psaumes 106:22;2;19-psaumes.md
Psaumes 106:7;2;19-psaumes.md
Psaumes 119:129;1;19-psaumes.md
Psaumes 119:14;1;19-psaumes.md
Psaumes 119:146;1;19-psaumes.md
Psaumes 119:159;2;19-psaumes.md
Psaumes 119:168;2;19-psaumes.md
Psaumes 119:173;1;19-psaumes.md
Psaumes 119:40;1;19-psaumes.md
Psaumes 119:5;1;19-psaumes.md
Psaumes 119:56;2;19-psaumes.md
Psaumes 119:59;2;19-psaumes.md
Psaumes 119:75;1;19-psaumes.md
Psaumes 119:78;1;19-psaumes.md
Psaumes 119:94;1;19-psaumes.md
Psaumes 14:1;64;19-psaumes.md
Psaumes 16:10;86;19-psaumes.md
Psaumes 16:11;2;19-psaumes.md
Psaumes 16:8;65;19-psaumes.md
Psaumes 16:9;2;19-psaumes.md
Psaumes 1:1;6;19-psaumes.md
Psaumes 1:2;2;19-psaumes.md
Psaumes 1:3;13;19-psaumes.md
Psaumes 1:5;1;19-psaumes.md
Psaumes 1:6;1;19-psaumes.md
Psaumes 22:1;15;19-psaumes.md
Psaumes 22:10;2;19-psaumes.md
Psaumes 22:11;4;19-psaumes.md
Psaumes 22:12;4;19-psaumes.md
Psaumes 22:13;4;19-psaumes.md
Psaumes 22:14;4;19-psaumes.md
Psaumes 22:15;4;19-psaumes.md
Psaumes 22:16;8;19-psaumes.md
Psaumes 22:17;2;19-psaumes.md
Psaumes 22:18;68;19-psaumes.md
Psaumes 22:19;4;19-psaumes.md
Psaumes 22:2;4;19-psaumes.md
Psaumes 22:20;2;19-psaumes.md
Psaumes 22:21;5;19-psaumes.md
Psaumes 22:22;2;19-psaumes.md
Psaumes 22:23;4;19-psaumes.md
Psaumes 22:24;4;19-psaumes.md
Psaumes 22:25;2;19-psaumes.md
Psaumes 22:26;4;19-psaumes.md
Psaumes 22:27;4;19-psaumes.md
Psaumes 22:28;4;19-psaumes.md
Psaumes 22:29;4;19-psaumes.md
Psaumes 22:3;4;19-psaumes.md
Psaumes 22:30;2;19-psaumes.md
Psaumes 22:31;2;19-psaumes.md
Psaumes 22:4;2;19-psaumes.md
Psaumes 22:5;4;19-psaumes.md
Psaumes 22:6;4;19-psaumes.md
Psaumes 22:7;64;19-psaumes.md
Psaumes 22:8;3;19-psaumes.md
Psaumes 22:9;4;19-psaumes.md
Psaumes 23:1;2;19-psaumes.md
Psaumes 23:2;2;19-psaumes.md
Psaumes 23:3;3;19-psaumes.md
Psaumes 23:4;5;19-psaumes.md
Psaumes 25:4;1;19-psaumes.md
Psaumes 27:1;1;19-psaumes.md
Psaumes 27:11;1;19-psaumes.md
Psaumes 27:2;2;19-psaumes.md
Psaumes 27:3;1;19-psaumes.md
Psaumes 27:5;1;19-psaumes.md
Psaumes 27:6;1;19-psaumes.md
Psaumes 35:11;64;19-psaumes.md
Psaumes 36:9;4;19-psaumes.md
Psaumes 41:9;68;19-psaumes.md
Psaumes 42:1;3;19-psaumes.md
Psaumes 42:2;4;19-psaumes.md
Psaumes 42:7;74;19-psaumes.md
Psaumes 46:1;3;19-psaumes.md
Psaumes 55:1;4;19-psaumes.md
Psaumes 55:2;4;19-psaumes.md
Psaumes 55:3;4;19-psaumes.md
Psaumes 55:4;2;19-psaumes.md
Psaumes 55:5;4;19-psaumes.md
Psaumes 55:6;4;19-psaumes.md
Psaumes 55:7;4;19-psaumes.md
Psaumes 62:1;2;19-psaumes.md
Psaumes 62:2;2;19-psaumes.md
Psaumes 62:3;2;19-psaumes.md
Psaumes 62:4;2;19-psaumes.md
Psaumes 62:5;1;19-psaumes.md
Psaumes 62:6;2;19-psaumes.md
Psaumes 62:7;2;19-psaumes.md
Psaumes 62:8;2;19-psaumes.md
Psaumes 63:1;11;19-psaumes.md
Psaumes 63:2;2;19-psaumes.md
Psaumes 63:3;3;19-psaumes.md
Psaumes 63:5;4;19-psaumes.md
Psaumes 64:0;1;19-psaumes.md
Psaumes 65:4;2;19-psaumes.md
Psaumes 70:1;2;19-psaumes.md
Psaumes 70:2;2;19-psaumes.md
Psaumes 70:3;2;19-psaumes.md
Psaumes 70:4;2;19-psaumes.md
Psaumes 70:5;2;19-psaumes.md
Psaumes 80:1;2;19-psaumes.md
Psaumes 80:14;1;19-psaumes.md
Psaumes 80:15;1;19-psaumes.md
Psaumes 80:19;2;19-psaumes.md
Psaumes 80:2;2;19-psaumes.md
Psaumes 80:3;2;19-psaumes.md
Psaumes 80:4;2;19-psaumes.md
Psaumes 80:5;2;19-psaumes.md
Psaumes 80:6;1;19-psaumes.md
Psaumes 80:7;4;19-psaumes.md
Psaumes 80:8;2;19-psaumes.md
Psaumes 80:9;1;19-psaumes.md
Psaumes 86:1;2;19-psaumes.md
Psaumes 86:11;4;19-psaumes.md
Psaumes 86:13;2;19-psaumes.md
Psaumes 86:16;2;19-psaumes.md
Psaumes 86:2;4;19-psaumes.md
Psaumes 86:3;2;19-psaumes.md
Psaumes 86:4;4;19-psaumes.md
Psaumes 86:5;2;19-psaumes.md
Psaumes 86:6;4;19-psaumes.md
Psaumes 86:7;2;19-psaumes.md
Psaumes 86:8;2;19-psaumes.md
Psaumes 86:9;2;19-psaumes.md
Psaumes 89:50;2;19-psaumes.md
Psaumes 89:51;2;19-psaumes.md
Psaumes 8:4;1;19-psaumes.md
Psaumes 8:46;1;19-psaumes.md
Psaumes 99:1;3;19-psaumes.md
Psaumes 99:2;3;19-psaumes.md
Psaumes 99:3;2;19-psaumes.md
Psaumes 99:4;3;19-psaumes.md
Psaumes 99:5;3;19-psaumes.md
Psaumes 99:6;3;19-psaumes.md
Psaumes 99:7;3;19-psaumes.md
Psaumes 99:8;2;19-psaumes.md
Psaumes 99:9;3;19-psaumes.md
Psaumes 99:99;1;19-psaumes.md
Romains 11:15;1;45-romains.md
Romains 11:16;1;45-romains.md
Romains 11:17;3;45-romains.md
Romains 11:18;1;45-romains.md
Romains 11:19;1;45-romains.md
Romains 11:2;1;45-romains.md
Romains 11:20;1;45-romains.md
Romains 11:21;5;45-romains.md
